"Mean","SD","NBeads"
6182,875,16
2099,697,7
6599,907,11
2711,557,13
7100,905,22
5351,920,14
5994,947,10
1947,237,3
6999,926,15
2618,573,16
539,285,13
4390,770,12
4499,931,13
12617,371,11
6567,854,13
350,286,6
1157,325,13
3436,534,14
578,321,11
556,283,16
366,179,19
12397,923,11
11740,1105,11
285,42,5
3528,844,5
10360,1202,10
4089,781,9
406,206,11
955,506,11
5919,769,8
496,293,14
8711,1314,13
1172,398,14
1440,150,11
626,330,23
2317,503,15
7022,650,16
479,211,6
3258,455,13
1850,480,8
346,221,12
2266,504,15
4915,481,7
3851,269,7
164,130,14
497,49,4
6583,562,4
570,269,7
5503,583,9
705,184,10
9462,1077,8
376,217,8
2784,413,6
1637,300,11
9816,1171,14
3653,827,12
1200,311,11
1644,262,11
8580,957,20
3895,338,6
1736,497,15
10169,1765,13
493,192,14
9714,861,13
711,151,13
141,123,11
3765,767,17
13294,1392,12
11423,1295,8
261,208,7
7699,1318,12
3090,413,7
222,181,8
1353,281,6
1363,457,6
5017,673,17
2070,353,9
253,122,16
6173,1039,9
317,170,8
2577,616,16
1608,574,11
945,36,3
206,136,19
9945,168,4
268,168,12
14358,1057,16
7495,949,11
282,193,12
219,129,7
7677,703,13
736,429,15
15861,1419,11
433,247,13
9624,1103,15
4933,738,10
2833,475,19
709,297,10
14118,1374,13
535,244,15
1852,498,10
13236,1285,11
333,208,13
9071,1020,20
323,184,20
772,316,16
3310,503,13
271,245,6
11834,1973,5
7147,215,9
8751,1062,13
262,194,34
3687,624,12
276,131,11
8255,1148,12
6305,647,14
2771,657,23
9731,1985,10
850,309,13
9276,1243,19
265,36,7
5475,534,9
10165,1562,8
14427,1125,11
4386,776,18
7663,913,12
965,310,18
21963,2156,12
7459,823,14
489,242,17
3961,699,18
1427,544,14
3545,494,11
4092,354,10
3143,649,7
4678,661,22
1252,371,13
7773,906,17
17185,1089,7
2941,473,11
5505,786,12
369,144,10
13101,151,5
1036,465,7
15807,666,6
216,158,10
13115,1368,19
2334,806,13
320,232,14
8110,1081,17
374,285,6
290,185,14
9904,1060,10
1922,421,16
7986,1400,8
280,107,6
197,154,13
1925,386,14
6578,773,12
12296,1869,11
2814,700,17
2600,396,17
4893,605,14
9593,1076,7
759,320,14
868,334,17
346,277,16
10869,1055,10
13241,1720,21
208,155,10
5851,815,16
1105,255,13
1345,426,19
487,202,8
611,365,14
5619,1358,9
623,231,12
5587,1346,10
2394,531,13
11215,1647,14
1350,552,16
4633,963,12
8397,560,7
280,189,12
1026,245,8
6609,1083,15
508,280,13
5687,813,8
2685,415,14
1176,498,23
15459,1529,21
11400,865,15
3277,462,16
1993,396,10
11572,1655,5
1131,300,13
539,285,13
6625,1232,13
1902,202,10
2780,403,11
6839,1179,8
9476,942,9
1755,439,14
3327,585,12
15669,1684,14
247,172,13
1890,659,10
917,321,13
3477,847,8
15531,532,5
15098,2346,10
1284,496,18
5728,859,15
1732,357,17
1032,431,9
808,281,10
1775,451,10
3025,695,15
5026,855,19
943,318,19
2068,568,18
882,177,11
4481,655,12
20235,1651,11
1155,339,10
2345,615,17
2272,519,16
4684,1209,17
1903,541,20
9681,1340,15
2367,526,16
5928,1012,9
330,297,16
6823,960,24
1540,420,18
5587,777,13
3885,701,14
566,404,14
804,183,11
218,121,16
597,331,18
13061,1077,4
286,225,11
556,269,11
276,213,11
11044,1381,9
4483,811,20
2485,293,19
7820,1462,12
7982,542,10
347,195,14
186,129,8
9367,1243,11
757,368,12
1719,474,12
11928,1209,17
10261,969,12
7241,711,10
2131,408,13
3654,430,6
5611,518,17
188,100,11
5600,905,14
298,211,7
11214,1208,13
202,164,13
2684,465,20
264,214,15
5208,921,17
222,128,10
9195,1245,15
4905,569,12
5975,891,10
20872,2215,22
336,196,16
9813,707,10
5626,986,12
13637,1450,16
2573,689,11
298,255,17
5058,822,14
17122,683,18
606,235,7
14605,1184,9
6659,626,15
10031,232,6
491,309,13
151,114,11
4412,474,17
4719,689,15
153,120,13
7446,1049,13
1253,451,12
11644,1253,20
3163,645,12
986,291,13
8721,1476,12
14182,1632,17
1136,423,10
6517,1107,22
3679,669,18
419,235,15
5231,774,15
209,178,16
527,280,13
179,135,18
6498,891,14
8032,1344,4
4192,773,15
4164,545,7
5232,907,14
12570,1597,9
3008,372,10
12928,1571,8
11563,936,16
4310,849,13
9739,1101,10
259,209,15
960,351,15
2891,558,12
498,296,12
534,289,24
4305,778,9
332,112,9
966,306,17
300,249,14
2499,504,17
782,237,12
5195,1004,16
1101,385,19
473,258,11
988,339,12
550,326,12
6786,751,15
2697,589,13
7292,921,20
10332,723,6
664,239,10
390,249,13
5705,429,7
494,277,14
316,263,15
1305,424,13
4941,1022,11
1022,291,12
827,326,8
1598,585,8
4847,689,21
252,125,5
1609,416,10
8414,1174,14
1657,503,14
7572,1122,11
2753,530,15
336,228,11
16292,921,14
440,346,18
5406,370,11
4261,798,14
193,148,9
504,329,16
347,204,16
7828,842,15
279,143,7
10858,1640,11
355,162,14
1025,231,17
335,161,11
493,191,18
2452,590,16
11667,1011,14
4672,646,11
151,118,15
6730,570,10
14458,1176,15
1645,319,4
175,131,14
510,267,14
2811,204,6
832,414,15
11997,926,10
3235,567,13
8331,762,12
17476,2240,10
4830,918,12
9967,1161,11
6834,678,7
9626,984,19
12342,1230,8
608,452,8
3333,586,13
13018,1118,17
605,230,17
6892,946,11
1311,441,10
983,242,13
8800,1315,17
2018,266,13
408,120,9
14196,1047,14
796,419,19
10985,1250,14
5397,866,17
591,120,8
12973,1739,10
4875,618,16
574,213,11
1225,596,12
4891,663,18
711,206,22
11472,1553,21
2642,350,10
4444,927,11
4095,731,17
13190,1521,13
1112,471,13
344,207,12
8329,884,12
308,237,11
3041,508,10
277,273,16
3640,902,17
15659,1265,13
424,197,19
2911,533,23
371,187,19
7921,795,14
712,333,19
4905,865,8
10966,1440,10
430,163,9
2109,461,13
17292,1940,12
3289,673,9
4390,649,10
3311,636,14
5560,344,12
7610,681,12
1438,334,13
571,210,10
592,213,9
8090,1572,10
1837,345,12
7198,1231,13
690,338,16
5243,1019,14
563,205,10
1593,373,27
1354,402,14
1574,552,22
2216,421,16
175,123,10
1628,471,9
984,308,4
13181,869,14
583,309,17
10284,909,15
3213,635,18
503,241,17
459,233,13
20715,1499,13
143,137,9
656,415,13
1531,338,5
463,227,17
10078,1221,10
685,296,10
211,143,15
6375,872,20
8346,909,13
6628,1021,12
6876,1112,17
520,262,15
400,309,8
7513,1097,7
9145,779,19
488,301,18
17080,1607,11
2114,477,13
1268,455,22
1983,570,15
5028,970,12
1271,485,12
346,97,3
431,176,13
822,413,13
283,174,15
2300,553,15
480,341,19
3465,728,17
552,405,14
6410,538,12
4655,866,22
10396,1305,15
4288,475,15
599,265,16
266,154,10
4816,821,23
899,169,12
1581,434,9
1006,421,11
8266,926,20
1406,406,13
1799,569,21
199,114,12
413,228,5
5551,378,10
10831,1169,9
11509,1246,16
6635,827,15
678,102,5
253,203,12
10423,938,18
11127,949,7
8377,739,13
11538,1074,10
3480,466,7
5174,817,12
4282,477,14
7011,366,5
1089,359,18
4628,802,8
559,329,10
3006,640,6
1669,805,10
5599,709,15
3848,675,16
1114,465,13
4900,793,16
1320,386,4
847,313,21
673,312,19
20035,2119,13
5299,958,9
184,154,12
8333,1161,10
426,223,15
12418,917,12
9549,1154,12
1056,346,12
5869,812,9
6748,942,10
15909,850,8
1305,334,12
15329,2491,12
1811,354,15
16692,1530,14
2178,160,7
7136,935,10
2711,316,11
1294,417,11
5669,1128,12
1818,696,18
1149,270,8
2143,740,12
685,254,14
4799,525,9
17407,1650,6
919,455,26
1970,550,19
1013,384,6
4661,756,13
10175,714,7
4506,1016,13
4239,192,7
1052,304,17
11261,1384,8
2404,511,12
825,504,10
432,210,13
1883,540,12
5202,520,10
13647,964,10
8726,1103,10
643,395,13
9369,1258,10
9077,1335,17
1237,321,14
1547,572,14
603,212,14
16680,1167,20
10556,602,5
702,400,11
571,181,11
579,162,7
2131,270,9
6899,1283,9
2115,484,15
380,144,14
553,309,15
1575,444,10
333,118,6
6099,688,6
4074,715,7
10155,1473,11
342,141,12
4397,1096,8
11074,1043,15
508,209,8
811,370,13
4365,517,13
245,47,6
8366,1765,14
9531,1403,14
2684,618,16
1405,611,13
697,332,9
15994,1484,16
12918,1633,13
3149,606,11
561,126,15
8000,1480,11
6708,596,10
8755,568,7
5845,695,14
1186,277,9
423,294,9
280,175,10
364,181,15
11129,1733,10
854,333,12
9770,1095,17
567,356,14
4416,840,10
10564,1203,25
3657,1091,9
2730,663,18
232,159,12
354,299,4
1160,326,13
2282,220,8
8870,1206,18
1560,428,18
6129,579,7
2498,500,20
11121,955,14
2996,651,22
268,197,12
11484,780,12
1554,485,15
2008,555,24
800,332,14
1214,352,15
12230,1102,20
239,149,13
410,148,10
12815,859,11
350,292,6
6750,673,8
585,296,18
422,217,18
593,288,12
8005,770,12
4572,1041,11
841,271,10
571,164,9
362,215,9
341,171,14
1676,346,11
3271,548,10
6336,1121,10
6681,1004,15
8529,1301,17
5318,1010,11
1296,308,8
12136,1617,11
7997,829,4
1378,489,11
11062,1272,16
2285,523,27
215,212,6
3731,533,11
3866,640,17
556,276,7
1768,178,6
9805,933,16
517,275,10
1605,385,8
1013,378,18
6581,703,10
514,310,9
3770,661,8
6949,832,15
4914,909,18
9232,551,10
1597,310,9
251,134,14
4850,310,11
1192,468,16
590,424,9
5122,814,6
17045,1550,16
386,175,8
10111,1301,23
9450,845,10
2966,663,12
1017,276,12
617,437,10
211,155,17
10010,1069,6
2468,577,13
13588,611,9
581,346,13
207,120,14
518,390,6
12585,1445,19
12906,1563,11
383,141,9
13306,1386,15
1118,447,10
764,475,9
420,213,10
12095,151,5
4559,737,17
5693,751,10
16924,2085,16
1528,382,10
728,288,8
8900,1122,15
1352,488,13
329,216,14
600,257,14
10464,982,19
9552,1321,12
135,106,19
724,313,12
14533,1652,10
721,317,12
8085,999,15
6402,873,5
1429,286,9
776,392,13
11069,1127,15
232,184,18
402,160,11
1134,227,12
1200,438,20
1907,692,22
3396,728,14
486,237,10
2736,545,12
484,241,16
492,244,13
8331,838,13
1075,316,11
672,362,17
10520,1109,24
333,194,10
7368,827,16
440,293,24
6194,1087,19
16984,1654,8
2006,513,11
398,353,6
1243,312,18
10522,1003,20
13712,1394,11
255,138,14
11969,1062,15
1093,554,4
411,325,16
439,253,24
447,261,14
805,344,10
379,290,9
1987,533,23
1909,765,12
3509,580,9
13735,1350,18
526,251,14
11272,755,10
869,366,11
446,259,13
4785,400,5
6396,992,19
4138,1391,7
17215,1820,14
6398,920,12
1175,622,14
16005,1600,8
13859,716,6
472,286,10
269,164,15
5951,1005,11
3440,661,14
6704,527,11
361,213,6
1673,361,10
17396,1705,15
2248,692,10
3231,264,17
281,176,18
4743,769,8
13769,2306,16
14971,1967,16
444,215,13
13636,1373,16
5487,987,17
15619,1946,16
7078,643,6
12650,896,17
7092,1001,15
3858,603,23
2123,674,20
208,148,19
935,368,8
6521,644,14
6546,1008,19
1694,536,17
11238,973,8
5869,1016,7
10073,1464,18
5619,1001,17
10027,1469,16
1027,348,13
5516,924,12
2161,494,12
2167,730,16
3866,556,11
845,284,19
13333,1286,9
453,372,17
5310,805,15
15016,2013,11
3846,635,16
3275,688,18
3121,409,11
7676,839,17
15518,1331,18
7276,424,10
551,227,14
732,318,13
371,204,8
589,339,22
1079,402,11
7414,545,8
599,260,20
3533,649,8
393,251,26
2468,493,17
152,117,11
5367,519,13
12721,1063,15
15541,623,8
5107,764,20
12314,1682,10
10997,845,11
1240,450,19
4260,733,15
5137,514,14
4658,695,14
6094,1058,15
4352,651,10
340,195,14
9895,785,14
1324,387,6
4737,232,9
13898,1709,19
8099,406,11
304,199,14
1394,490,14
1001,366,13
7510,929,20
2915,554,13
7148,759,11
1147,534,19
5573,1055,11
12638,1668,13
2953,803,9
252,200,13
9742,1161,14
12812,905,7
3407,820,15
833,280,9
1152,396,11
1306,483,15
496,278,17
219,144,18
554,256,12
1090,313,14
8070,637,14
96,70,11
1376,423,19
4905,995,9
2364,552,5
6854,950,7
957,398,19
2147,501,21
534,278,6
12228,1033,9
4588,866,14
11032,919,14
405,214,12
625,262,17
1571,473,8
3759,530,7
2076,541,9
9263,1443,10
1177,390,12
8313,1133,16
182,105,8
207,180,9
153,117,8
497,119,6
1583,477,17
10711,970,7
3409,734,17
703,234,13
633,480,6
9786,871,12
13419,590,10
1015,381,11
803,298,10
3622,600,23
5269,875,8
12950,1982,27
2658,643,8
972,373,21
159,88,14
4941,397,16
543,299,19
7699,883,21
1578,390,16
142,142,20
856,203,8
2109,458,11
7156,974,9
5779,698,14
3234,417,9
15194,1636,10
6206,635,11
491,240,10
1831,290,10
2178,797,9
1340,368,10
2473,563,18
508,336,6
994,386,9
467,244,16
228,179,11
3668,833,18
599,242,3
306,215,20
277,148,13
14177,1198,6
9773,1311,15
306,189,7
3134,360,13
673,215,11
5268,758,8
420,227,16
315,167,8
15594,1339,13
7875,825,6
3991,644,7
6460,354,9
602,309,17
16779,1640,18
1610,441,15
6244,597,19
8790,1068,16
3503,712,12
156,133,7
4712,1164,21
791,379,14
1849,414,10
1066,313,10
59,37,3
1168,302,7
9302,1355,4
10173,1651,16
4614,1116,9
2774,525,12
2644,604,14
7482,828,11
3745,716,17
15589,1843,10
236,157,20
12704,1341,18
761,314,18
1602,363,15
187,166,20
1052,386,9
800,322,16
961,408,15
6548,744,7
9157,948,10
344,230,18
995,380,21
4800,656,25
11296,1115,18
3499,327,17
2843,638,13
248,189,16
388,203,20
232,166,5
1089,375,10
61,69,7
11635,1139,14
2648,642,12
8715,598,8
1002,379,17
260,191,8
201,180,25
13613,741,8
441,232,18
658,439,12
3328,485,18
1582,194,13
1716,440,17
424,248,12
3340,289,3
9176,1243,10
4373,501,10
457,281,13
627,300,15
3772,852,4
1103,451,18
4336,540,13
4601,658,16
590,307,21
1075,594,6
459,198,15
14631,1364,14
9659,993,17
8292,1453,14
189,142,13
10264,1072,13
369,214,21
14471,1317,19
1303,484,11
557,269,12
8576,1834,9
559,203,10
402,202,18
2893,816,13
4190,879,19
10519,1009,13
932,441,13
5230,423,12
12061,981,11
11987,848,16
8081,1072,12
11083,644,14
1159,526,7
897,324,17
475,312,14
3744,862,8
4849,772,10
1106,379,14
6179,758,10
18243,1731,7
2037,662,10
200,97,7
668,324,14
7440,922,12
5978,931,7
1002,431,13
336,286,16
14607,1729,14
625,210,10
1478,369,16
1260,532,7
3253,491,14
325,77,10
760,380,12
16913,1819,24
3772,661,20
7522,826,10
662,215,13
449,277,13
12842,1126,7
1264,183,15
11107,876,6
721,416,9
2615,602,14
3886,801,15
4016,582,14
171,167,9
2689,490,9
13880,1482,13
703,431,13
11596,1060,13
839,424,10
6170,1276,12
599,336,18
3711,690,11
10526,956,7
916,446,9
1372,652,11
331,206,10
3037,673,14
7749,1074,9
1868,452,11
2383,548,12
6248,939,9
186,244,3
1052,308,12
6770,837,17
1485,539,13
12885,1089,13
581,302,15
3383,396,7
151,140,4
10896,1116,7
17775,900,7
2020,374,11
658,348,6
10307,938,6
1699,592,11
2744,783,19
148,130,13
2696,626,11
9051,1340,20
1129,307,17
796,327,14
442,242,14
1125,347,13
1046,420,18
330,186,7
9661,892,6
12997,1308,5
1080,464,17
547,348,12
1166,186,16
1529,522,16
6635,1229,15
6196,1077,15
1097,308,15
6586,635,10
814,372,10
8078,1008,14
3288,816,10
5805,702,17
635,228,12
645,318,11
969,419,14
56,51,7
12557,1237,18
443,276,36
265,149,18
7959,1250,19
2652,614,14
405,280,7
5328,562,9
7818,1023,21
1101,338,19
611,357,16
260,207,6
512,237,22
422,245,20
8454,974,15
375,279,12
4895,802,15
191,187,15
15456,1925,12
633,355,5
2176,389,13
8022,883,15
15590,1328,7
4677,743,14
10847,1391,13
3822,533,4
3604,683,10
1306,505,9
427,223,16
1567,381,18
6616,1103,12
8552,1194,14
797,342,19
789,50,2
8563,730,14
5003,878,9
3871,705,15
10259,965,13
14667,1545,21
2949,385,8
12267,1430,18
476,292,12
469,288,12
1619,572,17
183,133,17
4135,953,8
706,349,14
406,186,13
794,292,12
1476,505,11
1015,450,14
3582,531,12
290,231,14
4919,556,21
777,306,13
6665,891,23
565,191,10
505,254,10
174,94,10
7456,910,17
586,233,11
1632,347,15
3749,752,18
367,280,8
189,97,9
277,243,11
2888,404,15
5451,959,17
10029,571,7
8860,1125,14
7064,1036,7
7565,1007,19
4038,758,13
825,418,17
832,209,16
10658,1262,13
6576,1003,12
8080,1285,13
535,325,13
5699,699,10
2152,299,13
968,444,13
150,147,12
404,270,11
4082,844,17
1445,440,16
8714,1144,9
13109,1466,19
3876,414,5
239,183,9
2482,452,13
551,217,14
1633,257,8
2131,356,17
480,199,18
799,378,11
10654,1154,16
7416,586,11
266,164,23
2219,536,12
831,163,8
666,380,13
3140,543,10
2623,578,20
7387,872,16
281,215,6
5700,1295,7
4025,686,10
7599,1345,12
9608,1060,16
226,138,18
1290,374,22
156,102,14
413,253,18
4063,565,12
758,366,10
583,318,12
14414,1488,9
2887,383,12
1514,443,20
9938,1487,14
5848,890,15
11368,878,12
3529,343,7
953,364,12
3843,712,30
4948,539,17
2272,555,17
10295,894,10
427,192,12
1303,496,12
6973,568,7
13048,331,6
3885,494,10
492,236,11
5928,947,9
12843,1052,16
6176,258,7
1011,202,13
2856,598,17
576,287,14
379,293,19
377,234,14
572,304,12
5905,821,9
286,127,16
2645,305,9
672,234,15
1048,428,17
768,431,10
844,464,8
14906,848,13
5912,522,8
5777,1061,11
1855,855,4
12739,1425,17
12915,898,7
6784,702,14
5532,720,9
500,269,15
9493,1064,20
7929,1178,15
8336,829,12
3592,577,12
1360,561,11
13690,1554,17
286,230,15
2541,523,10
91,97,7
2824,409,12
3026,536,17
12235,829,10
8480,939,20
1272,409,10
409,340,11
167,131,5
2420,433,14
10855,1352,13
1686,566,14
313,193,12
837,270,12
6729,660,13
7750,1068,9
136,81,5
221,150,14
4918,906,22
135,58,7
4885,306,9
331,252,16
292,143,3
4299,831,12
8519,730,8
877,445,13
582,230,18
23143,2301,8
1122,464,9
9428,1302,8
3663,806,9
2172,616,5
4560,28,2
1183,354,16
375,266,12
1797,348,10
807,268,16
2031,407,14
10996,1080,13
14373,1212,16
173,154,9
3116,610,6
981,384,13
18200,1239,14
14531,1405,21
14847,1305,6
550,159,8
2384,544,15
882,265,12
7074,608,11
5666,843,21
1558,355,12
18292,2243,9
9238,1217,18
16173,1457,13
183,149,36
2918,634,24
8488,1569,13
8778,1035,14
14438,1535,8
100,82,9
3314,749,22
1836,280,4
1809,601,10
1729,266,12
1928,378,8
13650,1077,9
384,287,15
11099,2365,10
226,212,12
227,136,19
1762,465,15
1075,388,54
9188,1801,16
7290,795,15
8389,1280,16
10775,1289,13
1915,483,12
2606,624,19
330,205,11
10959,1102,7
4219,563,13
775,366,20
562,253,14
2086,463,16
2836,131,9
11198,545,9
10389,1503,23
931,294,12
711,270,15
456,246,8
10562,1098,14
579,268,7
1858,117,9
9822,1296,18
2172,401,17
5107,123,4
3046,721,17
8189,1234,5
9987,1586,17
12570,1255,13
7587,1043,19
311,225,11
799,265,10
592,307,13
12600,1021,8
10162,1248,9
11949,1490,10
1596,301,12
5184,892,18
426,257,9
722,278,13
14969,2058,12
550,321,12
12734,1765,8
393,260,14
1036,321,9
3943,529,12
6116,877,19
466,145,11
14848,1426,8
7468,963,21
12573,1035,19
944,311,8
12104,777,12
417,285,11
1709,337,12
589,146,13
587,321,3
8705,1119,14
5181,1069,19
345,183,14
4645,1186,14
14202,2255,16
866,392,16
8898,1029,15
182,93,8
900,368,11
10724,1177,18
314,288,12
1145,510,11
387,259,10
3532,101,8
2326,459,12
5388,470,8
694,404,13
2146,357,17
299,212,6
650,298,12
13298,753,15
2387,427,11
795,551,7
14531,1608,14
277,159,11
615,424,26
882,345,11
14127,1300,18
2047,464,10
354,204,8
2301,491,15
2833,556,11
4368,814,15
508,293,20
9699,810,9
1149,424,13
1712,166,3
4644,972,14
5607,771,13
10683,1248,9
6148,849,19
479,268,9
486,263,8
16070,2578,10
1817,344,4
717,328,13
9113,467,15
1053,470,16
888,320,9
13245,1432,18
490,244,12
2459,789,8
2546,447,14
8725,885,10
7729,190,6
890,433,15
1255,430,20
495,253,14
212,107,9
2313,601,17
16492,1549,7
1022,317,13
647,282,13
16251,1558,14
796,286,4
1177,752,8
311,275,11
5139,534,8
310,183,18
451,221,11
674,432,10
284,205,10
7126,1076,16
444,200,15
495,328,24
476,404,10
6525,923,17
2401,491,7
411,185,21
322,183,11
12770,1754,11
5127,711,14
7157,554,8
16620,1269,11
2614,659,15
289,187,12
4788,639,13
7829,1271,15
3823,642,11
533,373,16
12619,1120,16
1755,485,13
7630,383,5
13648,1031,17
319,216,20
336,192,14
1568,493,8
3515,576,17
711,304,13
1270,304,16
2002,513,14
425,204,11
6937,1213,14
6335,954,14
1307,588,14
1949,325,6
2571,502,19
5700,841,17
1291,346,16
950,375,16
1331,311,10
10483,785,8
2446,604,17
795,326,12
330,216,11
770,396,18
15283,693,6
3197,861,14
1592,385,14
229,215,16
3636,769,15
2309,687,14
3283,602,12
2777,814,14
10757,1072,7
2579,548,15
6332,851,10
822,151,13
843,376,15
1458,443,14
451,258,9
14809,1652,17
827,555,9
3099,606,13
156,132,10
7804,880,21
321,144,13
7546,700,15
3805,681,13
6358,536,13
842,150,9
3596,576,12
3227,707,22
7624,446,12
2432,261,4
3200,810,11
1931,679,12
2798,804,11
2649,341,9
1467,298,9
1475,429,15
11130,751,5
9136,766,16
3676,666,12
1237,439,7
327,203,13
5930,926,10
261,139,7
3149,532,11
2939,651,8
136,117,6
1266,457,13
6124,772,10
8956,1474,18
128,111,19
6926,674,12
7426,1078,14
5803,1044,18
15051,457,5
525,322,12
4110,720,7
464,58,6
18373,1780,10
491,304,6
257,160,9
424,314,10
9759,689,6
519,267,11
1561,215,5
7721,1262,9
1501,381,12
11408,845,11
906,98,7
4378,926,16
3281,669,10
7699,1111,14
7509,1460,7
4328,426,9
1269,343,11
7159,1451,7
1538,594,22
5169,638,12
8979,1435,16
525,252,14
241,159,19
572,331,10
3598,596,11
1098,547,4
13447,1297,4
6304,1193,11
737,376,9
1183,247,14
1807,370,17
2147,785,11
229,237,15
2181,349,10
9896,1228,14
5309,1081,11
2341,541,12
8853,1029,12
2302,652,15
2379,357,7
18269,1383,18
1024,463,18
1151,448,9
421,260,4
3600,549,10
2738,716,20
666,288,14
446,246,24
858,388,12
621,371,20
2866,721,23
1545,467,17
433,285,22
11894,1441,20
481,229,7
396,256,15
733,376,9
4373,449,11
5175,1014,23
2991,468,11
6940,1281,14
210,170,6
349,101,7
1231,371,18
18310,1547,17
13297,1177,9
916,246,13
6981,1019,18
3872,722,19
276,151,32
22461,574,6
473,258,11
278,227,11
1091,408,11
283,167,18
1382,367,19
3462,435,14
8569,887,10
13220,1626,19
3122,275,13
760,341,8
15953,1810,18
388,148,14
368,106,7
11454,1163,18
7312,979,5
152,139,11
10046,1475,13
8449,564,10
4186,962,13
520,336,17
78,66,4
1425,387,11
308,225,18
14375,1641,23
11371,1361,12
373,181,6
819,376,14
1911,765,13
288,238,14
7451,886,13
501,340,13
1076,195,4
8989,1177,17
7047,1140,15
11108,836,9
12015,935,4
550,343,12
3167,668,14
254,183,6
2535,734,9
4339,929,9
152,87,12
125,99,11
3231,535,16
9935,1598,15
180,112,15
117,71,9
285,213,11
1127,333,13
5871,927,11
13322,331,3
274,188,8
4249,240,2
831,512,10
1042,479,17
1068,298,10
14426,1473,16
12,0,1
101,79,10
1849,451,17
501,305,17
1014,395,10
515,286,13
9154,1039,14
13261,1228,14
5770,624,12
1112,458,19
1643,352,15
622,314,11
3875,921,7
5059,435,6
19697,1627,11
886,276,14
12392,1288,21
309,235,10
15762,1528,14
1218,382,22
267,177,17
2847,496,17
440,308,12
11430,825,7
1848,585,4
658,435,17
11584,1606,5
10711,1044,11
1773,429,10
15567,1417,14
5330,932,13
928,98,7
15101,1105,10
618,253,14
8082,1156,10
8554,1067,16
825,247,14
9555,1173,29
6842,1011,12
3590,565,10
9013,1267,22
479,66,3
5319,673,9
14463,1511,14
8849,1085,23
7839,1024,13
2866,684,17
2959,390,9
14055,1148,16
8652,601,8
196,141,12
4312,1017,9
4004,157,7
384,193,12
1813,429,20
12712,1489,10
7903,743,5
13867,1805,12
1985,602,30
1009,256,13
3238,619,14
3993,752,18
694,223,12
5745,921,14
223,179,11
174,127,13
3239,893,16
6887,593,14
10965,1136,16
275,160,14
3209,397,12
1482,515,10
3701,567,16
2604,597,15
12739,1053,15
441,277,9
10905,843,14
530,277,17
11966,538,9
12268,1109,17
6364,987,18
2931,489,22
526,102,9
3455,639,6
923,210,14
11635,938,8
5757,696,12
2105,368,18
5072,697,14
445,319,9
1064,296,10
12545,1588,20
430,135,10
14458,849,7
12976,1335,10
14113,1058,10
7383,750,11
6887,823,14
2122,423,10
5089,115,3
10417,1315,17
1980,520,22
470,102,12
15120,1715,14
5140,291,8
207,100,10
215,172,6
13182,1242,23
138,104,7
11421,1767,9
10620,707,9
1486,413,8
329,266,15
15984,1233,6
4062,714,13
3008,788,14
1754,481,12
264,132,12
13482,1654,10
1911,544,10
2209,373,11
7644,1264,7
5834,1003,20
6928,523,11
547,259,13
246,146,18
11716,981,8
394,201,9
17780,1279,12
435,234,14
1220,350,16
2456,479,6
4893,632,11
6522,924,11
5730,1047,13
10350,973,10
815,342,13
1185,535,7
290,199,16
296,210,12
1350,342,13
749,405,11
233,175,13
512,280,11
5595,101,4
3198,938,4
3050,548,14
5016,719,10
1083,473,26
3390,98,7
3486,933,12
3917,705,12
1224,377,9
1959,429,13
762,435,14
1345,489,15
341,164,3
8239,847,12
4000,764,12
1302,139,11
5567,554,12
4623,273,7
455,107,12
2251,208,8
1666,460,8
2028,476,17
1713,534,14
147,129,10
10035,29,4
867,348,10
9983,1008,17
90,55,17
11532,894,12
7713,977,14
5290,756,11
5570,719,9
1951,408,7
305,263,7
8798,989,6
5353,873,16
268,160,11
16659,2148,14
11927,1242,15
1655,418,16
713,384,9
474,179,8
591,249,12
1123,444,18
11986,761,13
745,198,7
8039,1096,13
12054,1925,10
4534,1366,8
1485,255,6
1941,538,8
709,252,13
9129,1287,10
292,214,15
8675,890,18
8810,1074,16
3261,545,19
10958,1163,14
5152,596,11
1245,489,16
13666,1175,15
367,250,11
8174,663,12
9551,890,15
12684,1343,11
359,168,16
3789,427,5
11543,1046,9
224,203,7
1736,228,7
560,188,10
16047,1891,11
344,107,11
349,163,10
527,232,12
12939,1530,9
445,101,9
3506,671,19
198,187,7
551,248,14
1199,512,9
829,370,15
541,343,10
7152,754,15
680,436,12
8013,1164,18
9325,1186,12
365,215,12
14721,1537,14
8473,893,11
1143,370,9
215,194,10
294,159,21
1961,429,16
10192,1279,14
12583,1059,13
2565,674,18
4277,642,20
368,218,11
430,224,21
16698,1069,12
784,209,6
695,297,14
8471,1351,11
1745,459,10
1057,238,21
7630,896,13
761,269,11
1186,341,25
8073,820,12
11021,890,17
566,107,9
3186,758,19
9904,1059,15
360,201,14
380,103,12
1499,411,19
2921,805,18
1251,364,20
457,252,14
10245,894,9
3103,457,15
426,255,18
432,233,14
1617,582,11
1237,309,15
1210,150,8
14795,1147,15
13477,1501,17
2583,454,14
8082,825,8
18029,1798,5
1046,306,11
15383,1174,14
509,275,11
17499,1174,8
2975,652,18
272,217,12
3551,730,12
1839,654,11
261,173,11
1529,524,14
1671,444,20
324,228,7
8438,1340,18
5064,645,16
904,244,20
2061,349,12
3258,473,17
5075,997,10
3243,640,22
13440,1023,15
339,282,15
790,348,13
474,188,11
178,127,18
1927,663,10
