"Mean","SD","NBeads"
7799,1231,20
2319,365,18
5383,759,26
12654,998,10
210,175,11
3446,616,16
756,77,7
7592,471,10
11347,1235,24
3521,719,16
3709,593,11
359,176,10
727,265,16
8516,868,12
320,182,16
6219,919,21
1179,343,14
533,290,22
16277,1272,8
6848,926,14
418,297,14
329,200,17
2432,501,13
442,205,13
6597,868,9
431,231,18
6847,965,7
6505,835,14
10959,1725,7
5453,622,13
1875,378,12
3575,383,6
439,279,10
3107,71,4
237,174,14
9274,751,14
357,220,15
12732,688,9
662,261,15
2382,342,11
6270,981,20
13409,1229,17
10695,767,10
15596,1513,15
10299,714,16
219,206,13
303,188,13
5777,485,11
6498,737,13
6955,788,15
3535,527,19
2535,640,10
895,178,11
2308,519,10
480,194,6
436,218,8
527,351,14
757,303,13
8316,1190,10
1814,502,12
404,163,15
474,171,8
14310,1759,13
16163,1210,5
1647,349,7
9880,452,7
254,205,15
3687,728,10
6204,727,11
683,227,7
9718,1247,10
14092,904,9
1103,333,19
11408,620,11
1437,570,11
11876,1189,15
404,252,18
155,120,11
2481,471,9
425,229,9
4196,569,7
12488,1388,13
14070,1239,10
5313,879,15
4904,845,12
11319,858,13
228,133,22
867,330,13
94,23,8
5814,580,13
1366,243,9
723,135,18
2346,472,13
789,347,10
377,150,9
685,258,16
10242,704,16
788,172,12
1132,375,15
266,277,13
298,252,15
1981,391,13
187,97,8
306,143,15
183,133,11
3903,614,15
142,71,11
987,446,12
6310,697,20
5306,804,16
7064,882,11
3279,651,11
1305,397,16
804,336,12
230,169,13
420,183,18
2621,641,19
6378,731,17
532,154,8
2217,472,14
12971,1600,15
11186,703,8
11517,811,22
227,142,10
363,257,18
1354,327,6
2438,538,16
249,198,11
14562,757,14
5731,305,7
14229,1736,17
242,149,11
1067,213,12
649,163,11
9566,736,11
1809,401,9
296,223,14
275,169,6
211,135,8
10210,1042,13
6216,643,13
241,186,6
4960,745,13
450,253,10
9775,255,7
4418,522,14
11572,811,13
243,111,7
460,304,10
2684,595,12
5532,986,17
372,162,12
422,214,7
12423,1470,11
10427,877,13
340,174,15
10183,739,13
168,118,11
915,294,17
7624,922,23
6057,715,17
2315,472,15
1016,232,17
11632,1740,10
3363,659,16
12738,1374,15
618,253,14
712,351,17
1250,364,12
1318,487,12
3526,616,21
226,221,9
2032,368,18
1017,325,20
10131,891,13
451,259,10
9282,1080,21
4301,897,15
151,94,17
754,240,14
871,230,15
326,242,11
287,204,15
587,279,12
540,332,12
2222,607,9
7002,694,15
495,246,23
2066,404,16
7983,1140,22
287,184,14
102,82,9
155,40,6
5637,811,14
258,156,14
6574,879,8
2814,277,7
2318,348,9
959,254,15
207,140,15
940,400,13
1782,224,13
7450,517,15
2245,234,14
1801,626,18
236,142,14
10009,1006,18
12135,1438,15
15697,1770,10
11418,910,14
809,220,12
3220,523,7
915,300,9
1399,65,5
5270,1093,16
6289,905,7
500,311,14
11020,1219,11
11232,901,9
15530,1598,6
490,234,10
9498,1131,13
15367,569,12
3252,597,9
4033,442,17
436,225,15
9353,640,15
579,239,13
13340,1458,16
343,188,9
456,367,6
1568,193,7
171,103,15
3175,390,16
673,222,18
168,86,12
1466,389,12
549,203,6
369,220,13
1126,260,14
1154,273,14
10130,1183,20
10819,535,9
13511,1078,13
1266,483,8
860,233,7
11870,1641,10
9008,717,15
193,121,8
367,184,12
9885,1465,10
9218,1122,8
848,258,13
3148,539,10
6223,895,9
1095,75,9
1514,361,18
958,109,7
4047,636,12
479,200,8
2454,579,21
5663,688,12
4125,658,9
3159,384,13
9307,1125,17
473,193,24
1169,309,12
1734,369,19
8027,1092,15
292,155,6
10360,1048,19
421,236,10
15672,1562,9
11855,647,10
11604,1226,8
12584,1042,10
3621,100,6
2243,275,10
11794,1242,18
1474,424,18
1157,146,8
435,209,17
10577,1651,10
11653,865,13
2591,194,10
731,286,14
223,181,9
5260,678,16
338,206,21
12445,1564,11
359,160,14
7572,779,19
7177,935,10
8295,1380,11
2264,618,14
5112,488,17
5400,850,9
8455,1521,8
9199,1200,10
6837,861,15
9731,1513,16
618,266,19
9321,1174,15
561,63,6
6111,827,13
4307,650,13
336,260,18
585,119,7
3039,341,12
1166,377,16
8114,782,11
314,176,20
568,262,6
2316,591,11
381,281,13
1096,332,17
520,281,15
1767,463,11
4211,526,12
329,210,14
3954,864,15
622,230,11
14050,935,11
968,453,12
213,197,12
1669,448,12
1464,366,12
1032,369,17
4086,765,16
8975,546,6
6084,813,10
471,186,16
12438,1348,15
138,98,12
13109,715,10
513,267,10
1160,435,13
230,155,10
7801,961,8
280,153,13
341,182,10
10023,1841,15
1960,394,14
552,250,15
11291,1993,9
7072,715,21
7736,594,18
1529,450,19
369,195,13
8267,982,7
1469,396,9
8918,1098,26
7476,391,11
14430,1498,8
13852,1767,17
791,219,7
5056,896,15
10750,1067,11
1174,242,12
4123,320,6
2942,339,14
448,186,14
14635,1290,15
9447,820,19
12939,1698,8
1142,425,16
1465,198,15
9371,1329,12
10685,632,7
8735,1770,15
330,152,7
14041,992,6
311,188,18
351,263,10
16862,1337,16
11440,1353,11
8008,964,11
10912,1444,17
825,256,15
5143,893,8
739,391,10
216,150,8
213,181,14
4686,611,13
6969,728,16
8968,1035,11
776,141,16
17663,1212,9
542,205,14
674,292,13
11876,1163,11
14797,121,5
13494,2023,14
966,397,4
606,273,18
8379,905,12
2160,426,12
1845,416,5
5975,932,15
533,232,9
7392,1047,11
15564,1833,12
1883,350,10
5156,902,7
7220,1292,13
1274,260,14
10962,1531,11
834,299,10
13300,1115,10
13630,1277,14
8072,1285,11
435,283,10
429,280,15
15752,2335,10
5270,419,13
10648,1251,15
1599,368,12
12397,792,8
331,247,14
3869,851,14
5183,635,13
9210,952,10
11048,1576,10
3556,807,13
980,348,8
12558,1100,9
14061,1114,14
1885,380,13
10541,1008,11
14587,1535,11
9047,616,16
6486,897,16
2252,562,12
8702,195,8
1805,207,10
14086,1497,17
936,456,5
11910,2169,6
592,187,13
2754,358,11
3064,507,13
17197,1822,12
478,263,16
325,160,8
3041,586,13
334,119,11
513,239,8
221,137,9
1121,380,15
2490,491,15
457,262,14
180,107,3
1264,563,9
3657,458,14
698,253,15
762,301,11
15784,1552,6
566,222,14
12176,1340,12
6605,680,12
73,55,7
2406,355,5
776,230,15
5962,589,13
1877,392,10
8220,1358,7
15786,1305,21
527,295,10
329,198,15
6333,1129,7
683,379,15
5821,1088,6
5572,907,9
721,365,10
8681,1180,8
10089,580,12
1360,310,14
7346,737,15
5016,620,15
3475,785,7
2961,338,9
3322,806,8
2923,578,10
7482,1234,16
12969,1076,13
610,199,8
3993,711,14
2175,343,9
2660,282,6
4159,645,20
926,489,9
8951,982,21
13930,1713,12
175,174,13
703,235,9
11734,255,4
1935,334,8
12237,1694,17
414,255,15
3301,485,10
10516,1565,14
8038,638,8
892,343,11
339,205,14
2793,502,13
2808,602,7
5045,544,11
9303,843,9
373,208,12
5323,755,10
12089,243,7
5636,472,10
174,96,16
13032,962,4
6837,868,9
1627,331,13
8627,920,11
11586,1008,11
2725,619,12
11545,1223,12
4738,743,13
3855,532,12
8810,898,9
10030,954,22
605,211,12
694,610,3
729,182,14
1004,408,13
11822,1562,15
15430,1385,18
273,175,16
5849,1125,15
9483,1230,11
2536,538,14
9256,946,13
10913,1490,13
2723,472,10
307,161,16
286,204,13
3464,501,6
754,211,12
190,201,9
9851,575,7
7236,883,17
14287,1456,18
434,183,8
11079,1221,11
1347,433,10
1163,253,16
3071,577,10
7051,1182,10
435,215,15
4654,877,14
1430,21,5
744,263,18
7393,721,9
1274,383,8
9827,962,11
6882,835,10
6350,793,10
12913,921,12
17303,2189,10
10005,1199,16
3382,491,24
1970,626,9
2921,704,15
3839,492,13
12767,1160,13
980,361,13
1008,362,16
424,295,21
1180,372,10
1500,393,16
173,145,9
8677,751,12
5339,764,12
13913,977,8
10751,1186,18
536,238,12
8348,1333,11
1455,434,9
2538,301,10
418,277,17
368,162,16
266,135,8
437,169,14
7445,891,12
10893,1205,13
3713,540,7
6486,523,7
9877,970,9
2964,623,18
9575,689,8
452,146,10
10523,824,10
896,207,13
2195,402,10
14675,1743,16
696,343,21
218,173,15
363,181,16
745,308,12
1480,464,16
199,142,7
3484,551,17
323,207,16
382,213,20
16651,2584,11
236,166,20
12342,2117,12
14393,1810,12
1075,213,23
9754,1092,11
632,291,17
1210,491,14
10471,621,11
973,405,9
8570,1056,6
3402,556,10
5444,1112,9
433,187,12
3772,553,20
15704,1695,16
429,211,9
11755,1254,9
295,203,13
663,255,15
9631,1080,9
10345,1342,10
12718,1462,3
6502,487,11
4386,415,7
8982,1198,13
7429,702,13
3410,474,9
477,216,19
8545,878,10
11553,1350,18
1382,445,18
514,451,9
8706,1687,8
16301,1322,15
243,151,12
859,241,11
12278,1080,12
7234,962,9
485,201,13
4258,806,7
535,259,5
8856,1024,17
334,200,18
3487,512,15
4567,384,13
6223,56,2
13528,1307,11
1681,459,9
8330,1093,14
505,265,15
338,205,11
9047,1629,13
19386,1941,8
11598,1244,18
10888,1346,8
3442,387,12
469,176,12
310,149,9
7504,977,28
13407,1571,10
7452,1217,26
15970,1009,12
11086,633,16
12617,1370,12
3761,657,14
192,135,13
1146,225,8
148,127,17
193,94,18
2246,517,12
7593,637,14
13325,1369,13
6429,966,6
1148,378,8
8172,1528,14
3991,468,14
13592,1169,22
2195,378,12
413,312,8
10118,1010,12
5029,1027,3
167,170,15
609,243,12
6396,670,14
1866,595,7
12387,1068,16
6637,739,9
18003,1427,10
13722,1584,15
318,263,10
1710,570,16
7831,893,14
232,98,10
4351,407,9
364,237,8
6438,829,22
9314,838,14
4791,767,13
208,144,16
640,201,11
12409,1563,19
681,226,14
530,266,9
3874,983,18
4069,464,3
1240,255,8
2259,446,17
5363,897,16
203,200,7
10005,803,13
3279,483,11
252,138,17
400,192,13
671,300,19
15089,1092,6
6365,984,18
16657,1547,14
797,295,17
1199,117,12
1796,362,19
1414,373,18
3072,379,10
237,167,14
6285,852,11
619,256,13
562,328,18
8322,640,7
1432,315,12
665,268,14
960,480,18
499,244,12
243,183,25
386,178,14
12782,1945,6
289,185,8
638,199,7
2600,562,7
228,193,18
448,177,20
17344,1224,12
395,220,13
18262,1278,13
11725,833,13
6075,618,19
12878,950,12
11608,955,10
309,176,11
413,201,15
1194,440,8
174,127,10
2082,514,18
6224,936,7
262,162,9
6152,776,14
3885,711,10
8924,894,8
12621,1136,13
3229,542,9
4628,409,19
321,182,15
2460,566,11
763,262,12
488,182,15
8766,632,6
189,152,15
5792,494,14
563,256,13
2507,376,18
934,301,15
14030,1680,18
4414,651,12
7263,756,15
643,304,14
156,79,9
3934,665,15
234,132,6
1067,480,10
12065,1313,16
610,277,18
1960,470,17
12355,1984,11
6080,471,12
11158,1160,16
3978,717,17
635,305,12
6305,786,12
5240,856,7
2018,373,17
421,270,20
1231,443,14
10486,1108,16
509,192,7
5733,1132,15
9225,842,18
1706,392,20
4412,723,18
1223,436,15
267,153,15
5011,614,17
16658,1294,14
12316,1445,14
6415,842,18
12134,1328,11
451,196,11
3316,687,4
477,265,8
1239,403,13
10255,1229,18
401,204,33
328,202,21
13270,1159,20
5908,201,7
10064,1270,7
5313,713,13
625,277,13
10676,1025,15
954,368,8
3191,327,8
6910,745,20
9182,1102,10
267,134,11
5773,846,16
730,339,19
11160,647,12
12567,1102,10
484,241,16
480,234,15
5566,608,17
4451,635,11
2534,737,11
12119,1414,15
809,234,10
363,214,17
696,253,14
1167,486,14
3761,733,11
1156,449,7
9183,799,14
16741,1522,8
4307,913,10
7570,728,13
5796,412,11
1115,257,21
763,212,11
11175,923,12
13408,837,11
2572,640,11
1863,594,10
12434,1044,12
569,314,5
237,165,16
635,368,18
7580,1248,17
959,330,11
1800,360,6
1008,229,11
11114,1416,18
2185,250,10
4788,580,6
2129,351,14
401,230,19
654,157,15
13901,1710,21
4282,726,17
3487,369,9
591,112,11
494,249,11
10665,622,12
228,191,15
339,167,16
250,132,17
845,277,20
5344,689,9
470,282,11
1917,648,9
317,178,17
812,322,8
1378,472,12
14194,1680,18
185,177,8
1862,409,15
6596,853,9
501,122,7
2449,347,20
1173,367,18
9592,893,11
5259,820,8
1477,511,11
1260,249,12
9644,1142,20
6770,1372,15
5081,451,19
9047,872,21
10221,739,9
1005,302,16
534,76,9
419,138,13
476,241,12
666,311,10
1269,294,11
4415,476,14
643,286,15
2664,680,10
15797,1704,18
7728,901,16
924,275,13
3243,715,13
11957,1142,11
6528,707,11
5568,848,16
1079,347,18
203,160,17
7602,756,23
11305,1106,12
587,136,7
331,177,14
6148,816,9
4114,846,13
3263,540,7
1671,340,13
6077,831,10
5415,545,7
4891,701,13
314,305,7
510,231,23
3300,903,17
522,300,14
8192,741,15
523,231,17
508,226,9
7940,781,5
13719,1355,9
8435,1040,15
360,200,9
1186,289,5
181,123,11
327,206,10
1787,475,14
6146,581,19
140,120,9
444,260,14
1719,413,19
13121,1375,11
4770,898,11
3539,800,13
4508,738,9
1731,328,7
349,31,8
10452,1123,17
387,210,10
14092,1542,10
323,179,7
297,196,13
569,298,15
10245,812,10
6774,1033,12
12426,224,6
5444,661,12
1455,336,10
248,118,24
554,315,17
972,360,18
880,257,9
5890,1175,13
12198,612,12
600,278,12
7240,1083,12
372,183,10
8205,892,17
8172,975,14
315,151,18
609,89,5
10119,1001,14
509,276,14
10500,1166,16
13275,1530,7
546,296,12
8208,1076,13
9939,617,7
1231,418,9
2471,198,11
704,283,7
1303,297,10
9815,1218,12
229,186,17
7019,1285,6
4364,766,16
186,95,14
11550,1289,8
11383,920,8
681,329,10
1079,186,10
7976,497,7
7318,733,16
382,132,8
178,87,11
9860,1313,10
7683,965,15
13760,1259,10
6625,819,9
1066,320,14
6289,800,6
2572,451,12
625,267,24
726,355,10
13425,1607,9
3017,525,16
13389,875,11
267,154,13
5827,867,14
451,244,24
2211,312,25
9823,677,9
12378,1375,20
9222,1162,9
930,381,14
8238,1154,12
7411,879,16
891,352,13
7556,623,23
12992,1024,15
1032,268,15
3658,373,9
541,256,8
412,187,16
740,357,15
6738,994,19
665,271,19
1130,316,10
1265,272,10
10953,980,15
950,478,11
2151,250,11
7234,794,17
10130,1089,8
6108,886,17
1458,424,15
1171,311,9
1752,305,6
11090,1203,15
1523,462,21
219,157,17
12181,840,17
4958,675,8
174,180,13
266,136,18
9107,1126,13
315,181,27
583,163,10
3048,639,12
237,152,17
10895,1248,6
1665,272,9
1885,162,16
9772,732,13
4439,952,15
3004,333,9
9987,536,10
9562,904,14
12364,642,11
10779,1191,12
768,269,16
437,231,7
1059,267,16
8585,1072,14
9530,864,11
3121,286,14
9146,1175,14
11060,1575,14
8554,1178,6
9379,713,19
780,397,13
502,241,14
1923,219,8
10246,433,12
367,233,19
1247,139,11
2329,469,11
7472,573,16
3002,440,11
2706,409,12
4063,514,9
5836,693,16
2835,73,7
10146,131,3
9487,587,11
229,109,6
537,372,18
5976,734,11
2227,666,9
9373,96,3
5187,910,22
3034,506,11
1324,295,12
6529,1022,13
455,333,7
585,285,14
17362,1941,17
2485,800,13
628,164,11
1338,556,9
6132,394,13
421,293,5
10363,1001,10
324,263,15
847,328,9
12544,1207,16
5032,121,5
10673,940,10
307,174,10
10047,736,12
8614,984,16
1262,423,13
8124,925,11
374,221,11
2174,330,13
313,121,11
1144,606,5
240,127,21
257,139,10
361,195,10
1352,196,11
337,154,10
307,204,8
9433,836,8
2919,570,9
4396,538,8
333,162,27
255,168,9
594,365,17
581,298,14
281,169,14
2707,632,17
6906,675,12
358,173,9
421,228,13
11912,1174,12
6397,1162,11
5489,510,15
3681,733,19
571,304,14
1269,318,14
1381,393,18
3497,733,19
1032,270,16
689,402,12
416,200,10
6605,1291,13
6619,597,16
4677,761,11
13530,1508,14
11454,560,10
514,347,11
594,327,7
10779,1004,12
8319,881,11
2840,399,13
5399,762,16
345,102,9
349,187,19
170,127,16
6560,757,10
6344,623,10
12413,1122,19
6450,398,4
5887,867,12
668,205,13
13876,2034,14
2959,458,14
8983,1189,16
5347,538,15
7157,789,13
793,268,12
198,173,12
12161,883,12
5416,599,9
3212,432,10
503,307,15
274,150,15
722,141,13
4634,598,16
15727,1871,9
5568,1057,16
7737,826,15
4605,612,14
7843,700,8
1220,343,18
1177,364,6
273,209,6
2628,437,11
3717,560,11
1377,267,12
11337,1084,14
10959,1217,18
15510,1135,14
536,226,16
501,164,9
12304,1304,10
1927,392,19
805,462,21
1362,320,14
9580,564,4
801,290,18
405,130,10
13837,1460,15
11468,1686,8
1134,292,14
553,150,13
254,163,17
2333,672,17
643,406,16
14357,2036,16
6538,991,11
3619,472,17
6926,883,13
4798,781,16
11182,1483,15
11869,2277,10
14567,1283,13
2904,357,8
9755,921,12
200,135,12
967,248,17
12535,1683,15
193,119,11
770,180,13
782,196,5
15632,899,6
7679,1387,8
485,192,16
640,293,19
0,0,1
214,165,12
8212,961,12
5165,799,6
551,232,14
5263,871,10
11790,1592,9
415,169,12
13966,905,8
9649,1275,8
10902,1323,11
1810,328,17
7479,822,11
2231,429,11
727,490,11
12135,815,12
5883,382,6
1077,231,12
388,201,20
7242,1772,10
14945,891,8
5395,825,12
4947,808,19
4612,831,18
15371,1635,17
1179,279,8
12458,1033,12
292,196,17
12710,1824,10
15913,1468,10
6047,856,10
576,312,8
703,201,16
1385,390,14
11985,1653,14
8011,1398,9
192,145,18
1003,492,18
347,221,17
6629,799,14
562,179,18
9313,787,14
786,453,12
7054,703,12
13309,1088,11
581,220,9
11043,767,14
11027,1060,12
375,189,13
515,193,11
3188,524,9
1302,224,10
529,262,9
1769,405,15
11052,1499,12
5289,482,8
710,351,10
1948,677,13
264,131,14
4383,552,14
10188,777,12
636,264,11
520,254,9
331,211,12
14647,1492,8
4873,723,14
234,197,13
245,154,18
11571,1242,16
8237,620,11
404,269,13
4533,556,11
1232,328,13
1497,328,11
1698,248,12
11488,984,8
11206,1213,8
11288,1609,14
3056,707,12
4853,652,19
1699,410,9
2943,348,10
320,202,9
711,340,17
3877,742,15
10028,1088,18
6561,308,7
10578,832,16
179,162,12
2735,539,12
783,287,22
747,296,16
2491,352,13
8666,970,14
650,333,13
8604,721,10
144,64,5
257,186,11
1668,442,12
8144,1131,21
8438,749,17
2742,576,12
7812,583,13
6350,780,14
6857,1079,9
9553,638,14
11777,1342,15
1090,483,10
797,249,16
125,111,5
17844,1933,8
14237,1317,8
352,130,9
373,256,12
8642,1115,16
1096,372,18
7432,1497,11
3017,247,13
524,256,13
150,88,16
5326,544,12
4713,669,13
5158,116,5
6791,857,18
636,252,19
609,227,8
1555,469,12
749,384,14
4275,827,6
3409,626,13
10482,1142,13
3795,366,11
230,96,13
1670,409,19
751,328,10
6179,503,13
1761,459,7
460,187,7
15523,671,10
9096,1007,18
8186,1009,15
478,193,12
763,283,12
10321,1102,13
2670,289,13
8468,740,12
3517,605,18
670,381,18
10117,839,12
2427,419,10
565,238,15
3548,705,11
12797,631,17
2768,326,12
493,296,7
6319,573,5
594,326,10
430,240,12
3123,300,9
8165,74,5
2546,776,11
10879,881,9
10680,532,11
2112,322,5
398,109,11
4223,525,20
5377,524,10
6352,498,13
16049,1478,19
529,217,10
1524,268,16
4033,565,11
15732,1945,17
8184,1072,18
13039,1208,8
3148,493,20
8264,987,7
1247,272,10
2480,425,13
8330,1224,15
10431,1697,16
224,119,9
580,159,25
4002,643,9
412,222,16
558,195,11
5714,869,16
257,189,10
914,403,16
12248,1710,16
762,388,7
495,237,8
2643,605,11
12199,1340,19
312,64,9
1176,337,7
378,165,13
7139,956,13
450,216,13
5818,312,10
870,348,9
1047,202,10
2586,549,21
480,197,25
825,291,14
460,40,2
979,180,7
8371,717,10
812,287,15
801,340,17
12542,1063,10
9929,1010,14
10641,994,14
8874,1212,10
1930,142,7
10416,831,9
1677,572,13
10968,1131,19
890,257,15
1977,351,18
300,125,11
7509,863,15
3628,573,20
7333,1394,11
1948,222,5
10663,1058,12
2528,370,18
8064,849,19
699,310,20
13676,978,13
5868,869,17
8717,1245,16
14882,1194,14
8911,1166,5
557,387,11
169,102,15
9324,1134,15
3381,648,15
10334,1167,16
10496,566,17
10407,1465,13
11348,1285,15
5757,831,24
12268,1310,12
577,259,13
232,163,10
6653,639,12
9042,1105,16
9205,1088,12
311,198,9
874,183,13
580,143,17
462,204,15
4207,721,12
3956,768,12
321,266,9
632,325,21
12200,953,11
8105,905,7
8524,1102,17
6787,859,15
10492,1404,15
509,233,11
9780,800,12
14335,537,6
405,300,8
764,322,19
1610,234,9
6791,1306,20
405,271,12
455,243,19
329,209,10
386,163,14
5497,870,11
108,106,4
1138,403,13
1570,177,5
3206,516,12
6538,820,9
402,274,16
1065,454,13
401,184,29
497,169,11
11239,1295,12
8074,276,8
460,259,14
226,129,9
7267,1200,17
992,241,10
187,149,16
3857,680,12
2283,612,9
1802,191,11
6123,939,18
893,346,11
172,142,10
309,227,10
349,206,11
12434,1252,12
5452,963,13
343,207,11
404,254,13
12692,1525,13
1165,334,10
9649,1394,13
7915,1014,19
7259,306,10
11817,1533,12
607,156,9
284,176,20
12588,1724,15
1636,420,11
3298,778,5
14193,1236,12
15134,1068,18
7159,882,7
13371,966,11
7094,1647,13
3133,615,11
3654,590,14
416,149,13
451,160,10
350,238,10
3888,637,8
312,183,6
840,286,8
7814,420,10
1990,325,23
7605,46,4
10691,776,9
7319,1389,13
177,165,16
499,209,10
389,209,10
1173,180,5
2855,357,12
4304,459,17
3894,612,10
357,278,15
270,165,12
10418,1272,4
14735,1142,9
2013,430,11
14687,1397,10
230,187,15
8880,1082,10
844,294,19
5756,761,10
591,351,15
668,209,22
6830,954,11
6561,1115,12
12171,1258,10
8493,792,10
8730,895,14
867,287,21
7415,752,10
324,137,12
7512,797,20
2180,454,15
736,286,17
2199,555,20
1242,256,11
4793,856,10
2802,764,17
1345,360,18
9010,939,14
218,142,9
250,154,15
258,95,9
3829,641,14
1567,410,19
6265,822,24
10055,1718,8
6125,960,14
462,159,13
551,324,12
683,255,9
4950,696,10
10065,791,13
375,261,12
1269,328,19
152,110,13
13486,1212,8
12419,2088,14
738,479,9
11213,1097,14
204,133,11
215,148,3
267,190,10
10143,858,22
369,133,9
1205,284,15
1413,286,13
10047,785,12
12238,1215,23
632,363,19
4108,596,17
699,361,12
9161,907,9
957,176,6
303,182,10
1440,274,10
15122,2483,10
8597,1104,17
1534,411,8
614,365,18
613,212,16
1240,426,16
789,78,9
11260,1100,11
219,190,7
192,179,7
776,189,13
2410,482,19
9305,1254,18
13256,1084,10
986,360,16
7896,931,12
3109,447,18
6629,731,17
393,251,17
9953,1490,11
2725,558,11
139,70,18
14393,1837,11
803,281,22
3374,631,10
11894,1714,22
10672,1258,12
233,181,14
543,262,9
2306,449,11
6159,762,6
396,350,11
734,300,8
3992,467,15
254,110,8
4294,652,8
262,119,10
7934,1120,18
8781,737,16
2837,633,25
385,228,16
5453,637,13
1651,365,12
2614,572,41
524,315,13
113,64,8
4396,859,8
2958,187,9
4512,725,12
501,297,16
5569,1248,16
429,230,14
418,273,14
12469,454,6
13757,2117,14
2163,350,13
12689,1125,19
1077,467,13
14954,1335,12
488,160,9
7151,858,10
991,443,19
324,202,17
102,88,12
3662,541,14
1169,358,11
4033,602,18
909,264,13
15615,1495,15
11131,499,6
4400,803,6
770,242,9
934,306,12
5045,753,7
4648,575,20
6259,784,9
3770,247,9
323,203,8
470,131,10
686,277,10
8515,871,14
3152,647,3
2443,547,17
1048,272,8
991,458,11
688,296,10
608,384,14
5632,981,7
5560,369,6
2752,731,13
6653,674,22
2199,326,8
526,309,17
10390,927,12
11011,1225,14
3669,386,8
5197,595,10
341,134,14
11966,819,15
2121,387,9
11096,1269,13
308,247,15
487,295,6
7383,827,8
12981,1345,10
334,143,13
5970,437,11
1051,311,20
1959,474,11
1928,549,14
12308,965,14
254,193,12
6645,777,9
781,297,9
16485,1420,10
348,131,12
9581,1189,10
259,205,11
17631,1276,11
1215,465,9
15159,1170,12
526,193,13
485,303,11
392,211,18
1511,457,12
491,192,11
7421,900,4
11034,969,17
1761,431,20
464,295,15
201,129,8
1533,350,9
235,165,11
17943,2473,22
6284,536,13
7184,835,14
211,145,19
843,189,7
7466,853,18
578,288,14
165,119,9
13994,1296,13
597,259,14
7272,1016,12
