"Mean","SD","NBeads"
237,121,13
4771,606,9
1926,733,9
4864,471,9
7852,990,22
10238,1165,12
1535,297,17
1934,543,16
884,184,10
12961,559,7
662,156,6
1314,246,10
8234,805,7
293,188,15
409,217,10
9050,909,13
260,166,13
7136,1009,10
209,124,9
14294,1047,8
4073,562,12
591,232,11
1190,350,6
345,217,10
8409,1017,12
16367,695,11
7519,438,9
3902,653,14
10440,698,9
1278,352,22
11134,1070,21
6223,700,16
314,180,8
3395,425,15
1961,408,12
2070,380,11
4990,653,17
17136,1668,18
10665,201,4
1065,236,12
2142,476,11
8711,1090,14
2716,540,12
12030,1565,18
4227,880,18
482,189,19
11150,1180,18
8309,1305,23
290,162,12
8494,839,19
6085,1042,16
16085,1940,16
713,299,16
9166,1293,15
313,205,12
7222,990,12
1641,416,28
439,206,14
750,332,6
2530,561,16
277,209,21
1291,261,17
210,146,11
685,269,17
4716,679,21
738,242,11
8460,829,7
7168,741,17
393,191,12
608,242,19
257,137,13
5038,595,6
8147,919,16
254,224,4
730,174,10
5102,644,11
3756,786,11
341,125,10
433,293,9
1736,193,3
1260,350,19
12174,1395,17
4579,928,22
1505,281,16
15002,1237,20
11630,868,9
2184,678,13
1242,248,19
8426,1012,14
521,276,8
3527,606,15
10238,1409,18
6471,1079,17
853,301,13
2698,467,9
352,218,21
10756,827,6
12101,553,8
463,176,14
9503,883,14
7587,1457,20
8878,1119,16
260,214,16
1392,425,21
3261,566,16
5401,643,18
433,205,18
8444,1086,11
6712,570,8
361,60,7
8221,666,12
8624,810,9
659,304,20
7221,728,11
6891,1248,5
1410,228,16
554,64,10
2306,341,13
11015,1439,17
3402,490,16
138,118,5
9233,1020,7
274,230,13
16661,1177,8
2592,639,9
1149,182,10
2863,778,14
205,84,13
470,206,16
6178,962,8
545,309,16
12823,1716,11
119,78,7
1564,627,7
873,401,26
797,336,9
1058,449,10
226,126,18
11469,1179,16
271,160,16
10117,1120,11
4014,728,16
1808,450,15
563,309,10
4444,781,18
1121,324,15
370,211,9
285,125,20
3234,220,7
596,133,13
463,152,5
298,264,9
2146,446,13
12657,1533,21
12798,1237,13
5289,930,8
1893,554,16
6509,899,10
226,198,17
1832,223,11
12177,1418,12
769,396,16
688,343,7
13111,987,20
2843,282,7
15392,513,7
656,305,13
817,239,21
700,76,6
809,280,10
7210,1043,10
288,163,12
8872,1235,16
886,299,15
1581,453,25
872,235,12
11062,900,13
3833,970,8
4038,806,15
742,329,14
5515,642,6
12148,1035,8
1562,337,10
12576,1358,15
6004,416,8
13482,977,10
1186,331,19
5031,458,12
8904,778,17
2417,563,19
5112,752,10
5791,517,7
595,305,15
8914,1002,10
14031,1880,16
7821,901,16
7595,203,7
5721,1307,13
450,155,17
898,284,11
309,99,9
2365,542,12
13670,1328,16
11725,1441,16
4061,723,15
4721,674,14
820,194,11
4920,955,21
4486,854,19
3678,549,12
12179,1772,12
3773,330,8
3580,733,13
9543,532,9
10380,1731,13
3692,682,17
10369,744,8
903,363,25
12530,1488,5
5479,601,8
4885,729,12
6684,1091,8
1336,292,9
2024,242,12
8682,1085,16
2284,312,10
572,212,10
7244,1055,6
14952,1017,13
2376,466,11
1973,426,13
7539,612,10
935,299,10
1718,520,13
535,238,25
536,238,11
762,130,14
5117,533,14
11032,1176,12
13575,1742,8
1043,380,8
856,403,8
298,254,16
404,201,7
6073,689,10
14855,1477,18
10887,1261,17
285,174,14
1158,299,12
743,280,5
2130,497,16
2186,537,11
6970,608,8
10751,1315,9
311,178,14
1286,404,11
404,236,8
11394,1416,12
9269,1322,7
3356,423,8
2396,468,15
12780,1661,12
7725,654,9
159,106,10
241,179,13
8377,461,12
1380,323,12
563,102,7
706,363,7
262,132,8
791,241,12
4141,733,11
8209,1167,9
656,253,18
390,224,14
4024,605,12
6966,777,8
7099,762,11
252,183,7
735,230,18
5539,629,12
1042,339,11
6172,815,19
4471,803,15
5464,522,8
8667,653,16
1073,436,12
651,275,19
2090,473,15
1231,438,13
9226,783,16
979,243,9
5751,841,15
7269,1047,14
451,161,10
2765,412,10
1494,333,13
14856,2851,11
180,103,22
1918,295,13
11251,1592,19
241,130,17
744,241,17
473,270,11
2909,417,11
4990,652,15
1048,304,16
12875,1346,15
3528,288,9
7721,947,21
190,184,5
10105,1015,15
873,319,14
2179,491,18
571,251,8
1191,311,20
568,223,10
6319,716,16
349,179,16
526,261,8
406,89,12
7028,336,13
978,265,12
13906,572,7
13872,1914,9
472,241,9
335,163,14
14109,1810,14
688,257,17
588,326,10
5877,883,6
4068,429,10
189,112,15
7613,941,14
803,221,10
1466,508,21
7592,981,17
10675,1165,18
10524,972,13
561,153,11
2484,706,12
10178,1083,22
10675,1179,13
10991,1607,7
14376,1636,6
281,148,13
3773,259,6
620,289,11
14433,1580,7
247,163,31
11806,1011,6
11140,982,11
4204,792,9
11235,1088,24
12010,1202,12
11006,1230,14
8333,756,13
3902,751,8
12280,1245,14
189,122,11
336,166,18
323,281,11
3843,571,10
9175,905,18
1202,431,23
175,113,16
545,248,10
170,102,20
1549,398,12
526,181,7
3464,674,18
11307,1603,14
3288,357,11
2170,472,12
319,236,12
767,440,14
3071,750,11
955,281,13
402,204,17
11490,1367,12
2615,635,12
10718,985,15
6309,937,13
321,142,8
3771,578,19
4197,847,9
994,401,13
291,205,11
200,62,4
719,274,12
14581,575,4
11940,1352,12
1626,314,17
708,354,12
667,142,13
11218,713,10
3560,745,12
357,135,13
643,267,8
777,279,21
14453,1682,14
5319,413,8
5600,455,9
15698,1689,13
2477,641,14
867,379,7
14441,1548,14
498,261,20
678,420,7
1145,297,15
9231,1164,7
902,307,11
16564,1165,11
5086,532,12
1101,442,6
7769,1153,12
244,197,18
8516,1067,17
790,277,20
2234,600,12
15153,1810,19
3906,954,5
7039,675,9
10624,489,9
345,229,10
465,213,11
8033,949,22
294,140,13
385,239,15
11513,1258,13
11585,1154,20
226,149,13
505,201,24
7076,873,10
1390,422,12
233,139,20
316,198,11
800,298,8
9439,1283,16
842,212,13
354,165,9
9890,606,13
1015,509,14
990,198,9
7333,569,17
913,275,15
10248,1105,18
453,229,9
11569,1291,14
6773,738,20
1130,387,9
3021,539,6
2031,542,15
4458,483,17
12677,1407,8
12517,1244,11
9671,1150,12
3118,814,16
171,120,11
11144,747,11
1506,394,12
1488,429,12
4526,501,10
15367,1743,12
860,410,9
1206,343,12
2807,539,6
12695,1308,14
280,210,15
966,288,9
1284,337,10
5549,602,19
12690,814,18
3129,552,10
612,154,14
9947,739,11
580,177,17
13912,1066,15
3212,214,5
14575,1473,8
244,165,18
8075,1386,13
466,297,7
6192,617,13
2551,332,10
2576,523,14
2152,191,6
3651,573,15
4190,479,13
15643,1263,12
1242,444,21
276,157,13
8134,895,14
10309,1092,14
411,214,15
3607,641,15
488,328,11
12909,1308,17
185,109,10
3007,566,16
5756,736,10
1279,518,8
683,186,14
11567,1865,18
7224,1127,12
1283,357,18
6791,584,15
3866,750,13
1682,407,10
809,258,26
1191,354,12
10081,1331,16
7116,705,22
681,294,16
6170,1022,13
7429,870,16
1863,289,11
323,101,14
3832,879,10
4595,374,11
331,240,11
6355,972,14
135,152,8
10386,851,17
557,356,18
964,365,18
211,134,26
358,233,14
1513,239,11
509,286,16
9246,1029,12
6835,841,13
474,232,12
1355,271,18
4661,754,4
3345,432,10
334,237,18
3089,619,14
1403,315,14
13765,1435,12
1396,353,18
6173,1331,11
10843,380,12
17732,1172,8
1981,241,11
4815,761,15
3913,613,11
891,175,9
4103,812,9
12167,875,14
3463,215,4
7240,728,10
14425,1392,16
10134,763,20
9331,1096,22
4465,781,17
6609,462,10
11613,1187,16
10785,930,14
3228,602,20
1563,368,5
2919,434,15
4158,613,13
2903,429,17
1040,374,5
2532,284,8
3512,818,14
6257,748,8
8081,478,11
1400,358,10
14452,1628,11
5269,584,15
7644,1217,12
160,99,5
11535,907,16
4159,678,14
13306,678,14
342,172,10
4038,628,12
4477,476,18
1818,710,22
9047,1151,16
2013,345,9
5352,232,7
8460,1009,15
223,138,15
11352,1281,20
2868,356,10
8993,1013,19
725,322,16
5148,875,20
131,85,9
4154,489,14
7871,961,16
1655,472,9
1657,330,11
15298,2319,15
582,238,16
758,500,14
189,141,13
363,117,13
6523,1327,10
864,158,10
9018,698,9
1444,652,13
5970,782,13
3082,543,13
16613,1949,14
8876,1527,15
98,76,11
664,148,8
5660,722,9
312,189,12
15414,1096,17
550,297,15
2547,542,14
485,256,9
259,170,15
15358,2068,15
503,265,16
420,214,9
4742,656,9
2146,422,16
1267,304,17
10595,1449,14
7647,892,11
14823,1517,19
3938,666,23
4088,793,18
865,211,10
330,228,10
12861,1016,17
1675,256,12
273,158,17
681,200,11
781,327,18
8190,1089,15
7379,1193,9
364,214,15
9967,916,19
11830,887,11
6736,1184,11
11460,1336,13
10719,953,15
552,297,17
284,142,7
5072,240,9
630,377,20
8064,1158,10
14849,400,5
1687,367,20
11319,1523,9
1319,434,11
162,129,20
738,312,6
508,231,11
3197,689,15
108,89,16
90,78,10
14816,1292,14
2660,553,16
451,285,17
679,279,15
640,129,8
4236,790,11
11150,773,6
3005,561,8
9732,1276,14
7668,738,14
1083,383,12
8271,639,16
2518,518,12
1779,460,9
230,177,13
454,240,8
5443,1166,13
602,349,16
1379,384,13
563,238,17
266,199,14
5939,792,10
581,301,22
509,223,6
10622,1434,10
1789,633,14
1729,554,7
816,409,6
1427,303,14
9158,1107,15
1184,369,5
4600,712,20
5049,721,15
6366,616,5
14079,1471,11
12508,1220,10
13582,1799,23
1396,408,7
683,356,19
934,232,13
15141,1859,11
1332,459,15
832,280,8
797,368,11
18027,1516,7
15341,1041,10
188,135,10
5615,960,9
6883,1065,7
389,221,13
7935,937,13
11600,1281,14
1811,599,16
471,248,15
833,227,12
4078,512,17
339,149,13
360,249,16
891,347,12
456,204,14
553,219,18
1046,317,28
8636,1023,12
13186,1990,16
7740,552,9
15922,1493,13
300,186,20
2465,619,17
580,299,5
6271,728,8
871,388,8
841,321,14
365,168,15
7572,1027,14
2343,471,11
499,345,7
786,281,11
13118,825,10
1487,435,25
11175,1075,7
4819,640,11
1226,137,7
429,216,16
7988,1055,11
1316,430,21
9574,1078,23
154,108,12
10847,1828,16
8911,1147,16
11042,955,11
12878,1131,13
475,147,9
11162,627,9
2882,394,9
14018,1256,16
798,363,16
13351,1155,15
277,155,13
241,175,7
129,103,17
347,152,11
4203,454,10
7387,1136,13
740,399,11
5427,400,14
378,170,13
8175,1287,21
5341,851,14
621,327,14
8399,1195,15
353,177,13
7425,843,13
815,200,10
8156,919,11
10686,933,15
9432,816,20
391,230,9
8359,612,17
1245,424,11
599,320,13
740,467,7
675,301,14
2747,659,15
8664,1145,14
7548,1156,18
1233,406,18
943,252,13
574,265,12
1936,341,18
771,374,14
6280,451,11
1471,219,10
663,106,8
2586,355,7
510,153,19
9841,818,8
7668,849,16
12820,1320,13
8326,1119,15
1011,406,12
4984,597,14
16003,1797,18
1944,397,14
3044,788,13
13426,961,12
15522,1497,14
3513,639,10
3230,278,8
1618,214,10
7399,1239,11
2354,668,14
7431,881,22
2236,180,6
1295,417,15
11418,1022,20
1925,225,9
247,138,15
10010,1781,13
692,256,12
9164,1100,14
14086,1645,16
1479,401,14
950,306,15
901,383,15
13635,1406,21
4047,622,18
14860,1383,17
345,282,8
7535,954,18
720,240,20
10620,546,9
1010,296,13
2857,525,13
1137,317,12
679,423,7
9362,1067,19
675,407,8
10966,1310,20
4141,265,5
1781,376,9
9059,1298,19
15118,1521,8
10242,648,8
5484,622,21
1168,265,11
17302,1738,20
417,286,15
11457,1285,19
280,187,13
656,114,9
3316,852,17
11054,856,11
6068,710,13
745,398,23
131,106,6
6295,1296,7
1428,382,9
1575,436,17
5635,919,15
2809,482,16
13561,1463,13
9965,702,5
11092,1282,11
2207,525,20
9732,1284,11
10069,956,14
220,148,15
6845,534,11
82,64,15
687,375,16
576,389,12
13595,1591,11
4702,827,15
4296,833,12
5468,743,19
5551,183,3
9233,948,14
7290,151,6
379,231,23
2459,590,10
4762,320,6
6425,1269,17
5228,876,15
924,356,18
5761,966,10
1623,379,18
12052,1080,15
603,344,19
3378,590,21
1928,528,11
5309,639,15
380,206,9
377,171,15
441,265,11
3457,481,10
14667,1657,11
2804,581,10
12485,984,12
5474,799,15
2003,435,20
2234,355,9
328,125,10
6573,643,15
7148,928,15
5290,789,11
697,84,10
10786,1121,15
178,85,7
4227,719,11
9675,1811,8
4846,657,20
5819,1229,8
7981,951,14
664,268,17
13393,1832,8
501,235,13
308,74,13
4162,743,9
8504,1142,18
455,171,18
335,226,16
241,92,15
4732,704,10
259,121,12
168,136,14
296,147,8
8670,918,6
6593,802,9
240,112,7
7358,1485,13
663,214,7
5267,707,17
1390,265,14
286,69,7
4379,769,14
5768,581,8
777,311,14
428,317,19
2986,694,10
2727,402,11
2678,554,15
12078,1193,15
6518,964,19
15094,1013,11
5933,1423,12
6604,493,8
4434,708,18
348,218,14
3610,621,17
832,285,10
1015,177,7
7781,456,16
322,152,14
234,130,15
781,325,20
626,168,20
7085,1088,11
2336,605,14
158,104,6
7458,1256,16
5387,805,13
1138,507,10
6478,772,14
13871,1563,14
6687,1558,18
2060,547,11
8112,1358,16
3694,519,6
14070,1038,13
1291,316,12
10441,911,15
2522,534,18
281,167,26
272,141,25
711,131,17
3839,981,10
6266,986,11
15553,1496,23
7280,668,14
1075,213,12
9519,804,11
18850,1991,15
10577,1070,11
10033,1012,14
440,203,9
560,282,16
785,268,17
11215,925,9
9873,855,12
1359,446,10
577,196,10
9176,1262,9
1304,486,11
5121,613,6
9014,740,11
9427,840,14
4604,858,15
16243,1634,18
647,204,10
641,219,15
6659,222,8
488,183,17
1292,453,11
8139,1108,9
251,108,12
674,428,14
11059,1002,17
2633,684,20
8702,781,5
10478,751,13
913,379,9
18022,1741,14
10745,1677,15
977,485,13
4036,630,8
16977,1439,23
4406,453,15
7903,910,17
417,187,15
13284,1838,18
3870,650,11
177,130,12
8164,766,8
2137,579,7
105,91,14
218,178,9
367,154,14
3399,703,12
13618,1080,11
3162,620,20
1144,466,16
7850,916,6
204,186,10
191,155,10
14286,1444,20
2018,588,15
597,198,11
15737,1361,12
4501,535,16
4331,662,15
7168,675,10
8043,1141,20
8108,750,18
383,208,10
372,214,8
357,303,17
8584,1140,11
12461,1132,19
6103,682,17
592,331,10
423,180,15
449,212,18
2555,606,17
2132,517,25
13984,1239,12
7765,1097,14
844,258,9
1087,439,8
252,180,19
375,202,13
3378,508,12
1698,418,14
8027,1727,3
1032,345,15
1298,385,22
1017,425,18
7264,807,22
8867,705,16
12797,1456,10
3207,484,13
281,168,10
5782,786,13
375,220,14
1985,361,11
1576,460,13
17503,1459,10
1399,367,15
10957,1263,15
4220,505,8
392,192,11
3026,589,14
15268,1046,10
2108,513,17
5683,743,9
483,173,9
6270,1598,11
393,98,5
4905,599,11
16223,2065,9
11133,1072,12
8288,942,8
13459,1445,12
15238,1495,15
1767,384,15
940,197,7
1134,376,15
291,99,9
2807,519,8
10521,581,15
4120,660,20
13155,1576,11
465,296,10
12195,299,7
356,276,15
1045,356,11
258,96,10
7302,1465,6
340,293,9
1544,343,12
758,241,18
2481,197,9
181,116,10
7883,1144,17
989,236,12
490,289,9
665,254,6
4885,619,17
376,145,11
372,200,8
5819,425,10
906,483,11
8687,821,10
203,124,10
4903,547,16
10718,1346,6
302,105,10
564,243,10
273,167,18
6740,1211,21
1585,522,7
181,152,18
545,242,17
191,108,7
776,355,14
2391,365,9
10892,1514,12
9745,415,6
3540,398,13
6854,761,17
956,393,9
2156,312,11
13034,1637,14
5238,587,13
4297,354,10
719,205,14
2794,400,15
15360,788,11
7418,1037,15
5025,869,24
7022,560,3
228,217,4
8119,1117,15
394,252,11
2113,357,15
7510,932,20
8729,1220,14
1833,360,11
1201,469,13
2719,454,12
301,159,20
4976,632,12
5763,685,12
191,152,13
2043,335,9
15695,2307,20
567,67,9
4670,831,12
9232,1351,15
2258,438,15
1679,491,22
14740,1723,14
562,218,9
2756,419,13
345,245,12
326,129,10
5041,640,25
6368,465,8
12597,2002,9
445,272,6
9149,917,10
14610,1281,7
693,267,15
14779,1481,12
632,201,11
10295,1322,14
622,451,7
12605,1142,18
16269,1454,9
3105,994,14
6715,645,8
106,81,9
8510,1134,11
14113,1385,14
12050,1618,14
328,148,16
2307,575,17
9802,724,14
14112,1339,10
13077,1086,5
2184,240,11
4851,730,12
3741,633,5
688,266,10
4207,623,11
12767,947,5
707,385,4
956,370,9
1236,243,12
3541,575,12
465,154,11
1090,181,7
588,133,13
10149,657,8
196,116,10
9187,896,16
10687,1362,15
445,217,13
477,185,8
449,335,12
1863,307,11
12197,1338,10
832,187,10
2171,378,12
1786,218,9
11131,1100,19
378,276,21
608,139,7
1461,319,11
294,179,6
562,241,10
630,178,20
6686,628,12
13294,1695,9
375,240,8
546,261,11
6126,625,18
2960,721,15
593,152,7
361,194,19
11301,1038,13
13615,1570,13
13592,1316,7
281,166,19
9207,1093,13
2574,404,10
743,242,7
408,219,11
3331,482,14
273,145,14
195,140,7
10730,1176,10
1855,401,19
5122,891,18
348,217,24
4854,80,4
9009,1143,14
1261,218,9
9043,990,16
5074,722,6
9245,1518,9
14193,1638,15
1621,520,11
7822,895,17
5004,586,11
3540,319,13
770,398,14
241,162,12
4315,415,13
3633,574,11
15186,1117,16
4968,692,10
7161,1111,16
1055,310,13
8382,782,14
772,214,10
13765,1051,12
4418,449,11
11325,1120,19
169,113,13
10442,1539,17
2963,446,16
323,195,9
12153,1023,15
1239,297,7
6082,613,5
498,304,11
443,212,19
7611,826,11
947,251,13
332,234,21
10307,686,5
6378,1019,14
3345,697,10
15303,1642,16
5356,968,22
360,224,20
4802,686,15
8670,566,10
581,319,12
509,230,16
322,175,11
12460,1233,14
557,185,18
1428,383,15
231,189,13
452,264,12
12946,869,15
9200,932,8
10397,1225,15
502,241,14
4443,640,17
661,240,17
850,371,16
1780,518,14
422,307,12
856,177,12
810,389,12
2690,312,6
465,162,14
11396,1066,8
10379,1445,8
1152,319,18
3725,760,13
6607,793,11
937,355,12
169,134,18
10813,1101,16
1239,495,10
3120,69,6
4961,847,10
13477,1818,14
12286,1242,18
2852,450,11
983,499,16
1106,440,21
315,154,7
6212,647,5
2408,559,10
14995,1970,19
278,198,12
631,367,8
1058,501,17
277,124,6
13252,1286,18
815,240,13
527,265,10
751,346,18
16325,1634,15
2631,694,14
1759,343,12
453,165,8
265,146,12
845,266,10
1962,473,13
4849,728,6
12581,1335,11
238,144,12
4214,565,11
1505,915,11
400,109,4
2305,341,14
412,205,22
2201,470,15
8734,1108,9
214,142,6
3031,287,13
507,231,6
2906,481,13
11765,1499,11
2118,418,17
3738,632,12
3100,692,20
805,383,17
7055,845,17
785,139,10
321,142,12
726,346,21
895,299,8
1131,327,10
352,189,8
9695,1195,7
3844,656,13
2783,471,12
3837,680,12
4184,431,10
569,202,12
199,146,14
14836,2100,10
1540,249,14
8638,882,18
1669,346,13
5253,757,13
11758,1473,22
4641,485,13
7643,934,16
7812,712,11
3347,641,5
1053,325,11
850,315,15
1187,458,20
459,241,13
12567,596,11
1943,367,18
3449,525,9
5584,905,16
12032,1289,21
12183,1502,12
1230,109,9
8169,943,12
165,90,9
13949,1454,18
2502,574,9
3341,682,20
5406,708,18
145,101,17
9124,929,5
4469,579,16
9637,1104,17
789,242,11
507,276,9
4794,388,4
675,247,16
5567,1142,11
3554,723,14
2109,457,12
4945,295,3
388,209,16
353,155,18
358,195,17
3086,584,15
688,125,4
3846,625,15
8297,1128,16
7035,1130,14
209,101,3
1508,341,19
568,365,14
2563,353,17
157,113,13
7719,1141,11
501,251,10
13528,1262,15
193,173,10
2860,632,13
11735,1153,13
329,191,14
236,202,15
10605,1116,8
306,238,10
1401,390,11
587,253,18
2372,489,6
8895,1142,12
2619,328,12
9109,826,11
558,241,12
1386,415,17
778,326,11
144,100,11
15528,892,6
2458,489,15
204,133,13
1291,308,12
7233,737,11
6425,1531,10
5499,811,16
8531,825,12
950,336,13
1534,526,15
327,286,12
601,267,6
315,234,15
190,116,8
2350,275,13
753,220,17
8182,226,8
97,78,8
4348,858,16
657,395,11
11557,1164,26
940,169,15
13708,1481,23
5557,718,8
16332,1482,13
128,121,10
153,121,18
893,274,7
5456,659,14
308,188,18
673,272,11
495,201,20
533,228,11
4834,604,15
4652,819,18
10292,944,10
4345,618,12
9988,1325,8
10263,1335,14
2123,534,12
628,359,20
5005,309,7
5652,694,16
5415,734,15
10570,865,7
657,198,12
4580,873,10
134,79,19
13045,938,16
1045,85,11
4341,775,12
2217,277,15
7433,1234,11
8771,833,12
7770,740,14
5231,842,13
1867,427,10
1482,226,20
5208,708,14
7798,1292,6
177,111,14
1465,298,12
1200,367,21
736,296,12
2484,165,8
771,336,8
135,108,14
8866,1024,9
629,120,16
235,115,14
5821,1074,9
781,420,16
12282,1356,10
5515,795,19
5677,476,15
11482,1124,9
5827,891,11
264,52,4
6548,465,3
8769,759,11
3663,874,7
293,124,9
7141,760,4
11921,1380,17
9153,783,13
1922,254,10
611,310,12
583,275,21
1895,380,7
275,143,10
419,89,10
4264,865,10
556,256,10
4395,439,9
4855,567,8
6214,475,10
317,0,1
678,276,18
7084,362,3
3326,285,13
9595,941,11
8552,664,18
7166,508,6
3780,741,18
12430,1068,8
1538,309,10
2425,385,17
299,210,10
13887,1398,18
6989,830,7
12531,490,6
5954,675,16
5915,1054,12
5111,699,7
1397,515,11
846,431,15
7442,865,11
8305,681,16
5506,530,8
9270,786,18
7970,807,10
5123,540,12
13128,824,15
272,131,9
468,183,19
424,256,15
4595,1255,16
13283,723,11
767,349,19
13317,1161,8
355,215,16
674,198,13
2168,235,10
5888,578,9
788,224,11
2974,452,15
322,199,9
4105,627,23
20273,2130,14
6693,377,8
9610,1626,17
3832,641,10
912,329,12
7248,774,20
328,216,13
3216,362,10
3831,575,3
937,330,17
984,391,7
11429,1058,14
1659,460,11
490,193,17
5998,1452,9
11048,1286,18
1900,378,18
196,171,15
7213,676,12
1087,181,9
534,169,5
8584,1374,7
1604,442,18
6864,744,9
15004,830,6
11224,913,12
7704,860,12
5078,756,16
167,90,17
5879,979,9
6240,404,14
344,180,9
3103,173,11
1081,515,24
996,294,14
7351,588,13
14680,1480,17
3942,683,11
7458,705,9
7480,1179,8
6378,944,16
2053,409,11
2002,423,17
7362,1007,10
1172,367,14
4884,841,15
3032,683,16
214,142,8
227,96,11
270,189,15
3497,783,6
263,179,13
284,136,15
13192,1836,14
10886,670,15
545,147,7
239,161,13
546,190,12
9006,922,13
9519,918,13
2164,437,14
531,233,10
7767,1166,17
169,91,14
166,121,9
2649,589,6
301,75,11
9484,1518,11
488,232,20
1222,491,14
13942,1328,12
1335,472,9
1890,55,4
821,387,18
12213,1112,13
12003,667,15
5054,842,11
239,154,21
766,310,16
8256,1274,17
8159,911,15
13538,1479,15
307,56,11
11327,1100,14
9018,1173,15
3433,491,13
1052,456,8
354,67,4
8621,616,11
396,238,19
651,378,12
4278,478,10
10258,911,17
1764,508,15
11080,1009,8
3318,648,9
13210,764,10
1541,281,16
4763,579,7
813,70,9
17160,1242,11
3354,205,10
854,212,10
14710,1717,10
4582,750,15
616,302,9
7671,1330,10
2816,389,9
1006,360,7
8664,1267,15
10550,967,10
17523,1428,6
3495,587,8
5642,1099,9
564,165,5
291,191,14
3981,530,12
94,102,11
610,238,19
10497,527,10
349,55,9
5189,452,6
971,284,9
6866,1001,14
8440,1102,8
112,97,14
5690,673,15
13157,1633,9
120,103,17
12779,548,12
639,57,9
3491,563,10
2940,634,7
2077,422,12
1181,321,12
1067,308,13
14861,806,9
179,112,12
3956,778,7
683,265,13
1169,266,12
9338,1128,12
2154,547,19
2510,713,9
462,252,10
3116,451,9
6900,591,11
625,302,18
12034,1749,8
1920,648,18
4113,841,12
372,298,17
2807,409,17
9115,1242,17
7127,875,18
8546,552,11
8356,1043,15
497,374,5
9341,1203,19
228,28,2
11165,1188,13
680,313,15
7001,910,12
10920,1116,14
2675,548,47
1890,648,17
184,113,11
202,141,12
3238,446,15
3949,755,16
7071,506,10
210,144,9
450,328,14
2129,294,14
11489,939,10
9131,1033,15
8545,1273,11
682,234,11
7757,847,14
8129,1142,9
539,123,13
5737,836,16
197,177,11
693,339,15
13316,1264,14
940,277,22
4267,383,5
3715,492,18
434,251,22
7755,681,11
3868,98,5
1862,442,10
433,304,9
12037,1352,11
10248,1400,12
383,162,13
2747,586,11
10049,1277,7
4171,569,15
10346,948,12
244,144,12
218,117,15
10523,997,9
7165,1104,8
14247,1339,8
9726,977,6
1056,376,19
15319,1488,9
2337,781,9
13106,1458,15
4182,686,14
9246,1106,20
481,263,15
8796,1261,13
455,236,21
1391,456,11
848,275,15
6286,270,7
238,208,16
321,180,16
872,288,11
278,114,8
181,159,12
2703,363,11
4641,422,8
749,290,11
811,347,13
1221,479,8
972,247,15
1348,119,5
6544,900,20
541,272,9
4199,711,9
6731,461,8
257,173,17
9583,706,14
13706,1208,14
5160,1042,14
746,313,18
197,162,12
775,314,12
1623,363,15
495,225,9
12913,1490,9
12524,1515,19
16517,1574,15
6795,570,13
1508,477,15
4667,880,15
519,324,8
390,221,13
833,172,14
729,277,18
1916,372,12
209,119,12
11131,1439,12
9971,1044,8
360,249,12
11234,1077,10
7850,765,10
150,80,8
4862,577,11
6758,997,11
292,188,20
1949,637,10
171,109,6
14300,761,12
7816,1245,12
8117,1527,16
6682,455,10
1930,359,14
296,98,13
5217,1063,24
3984,141,5
4997,810,17
1054,384,14
888,351,10
8358,893,15
14692,2432,12
6779,799,9
9297,1295,21
491,213,7
4583,449,11
2974,358,10
8841,1266,11
4835,1241,20
11865,757,8
15850,1660,10
607,232,15
12039,1503,12
1979,295,14
295,97,11
615,177,7
447,272,17
10308,1360,12
3891,445,12
421,209,16
420,252,9
1090,328,9
9838,966,10
758,244,13
9973,1971,9
953,211,11
371,249,17
5078,834,12
2450,684,13
12401,980,13
3926,596,10
5137,716,9
410,295,14
11252,1220,13
306,139,9
485,181,17
745,239,13
6634,575,16
781,252,18
5083,798,16
5125,361,13
5991,864,16
371,86,9
1642,464,8
1732,195,8
9549,1025,14
266,152,18
3298,765,21
7935,1428,11
9591,125,6
207,135,15
8471,437,5
757,310,15
339,222,10
14057,1497,12
11366,1371,18
918,359,9
1407,500,11
13485,1604,13
3418,441,10
12274,1228,11
1237,519,8
921,422,9
5805,790,12
6067,635,16
880,236,7
3574,426,15
628,205,14
682,266,22
1279,267,19
3567,300,10
705,235,11
10491,723,18
11063,1251,12
849,152,10
3331,674,9
9291,1198,16
14715,1109,17
3089,518,11
3305,659,17
14880,1411,14
851,386,21
792,258,12
262,181,9
1234,369,13
773,207,17
193,178,11
595,233,16
1023,273,10
15235,1606,24
10944,784,23
1163,527,16
535,57,9
303,184,12
12214,643,8
606,305,11
799,275,19
3710,208,8
519,319,16
504,318,10
320,168,15
10128,974,11
288,161,13
6612,708,12
15146,1653,13
3289,503,20
169,108,6
14847,1779,12
1654,326,24
998,271,15
4789,1073,8
626,285,23
8171,777,12
9804,1147,14
3118,667,13
2138,482,13
1487,433,9
258,199,13
11253,942,10
11977,1032,12
6563,725,8
433,233,16
226,115,6
5738,1029,10
529,271,15
9476,1256,18
6973,887,13
2075,455,15
6257,832,12
5106,704,11
7587,850,17
15490,1898,19
8215,624,7
1009,357,11
8637,1171,21
481,202,14
1561,443,16
540,176,12
12909,1221,18
13167,2008,9
1183,74,10
2756,481,11
5056,985,14
426,278,18
2534,391,11
1406,342,5
398,169,15
16054,1584,11
9091,428,5
418,177,9
4120,871,17
12529,1024,12
16051,1826,14
11947,1528,10
1404,64,5
162,115,12
1097,151,9
4657,761,11
276,155,12
3867,707,8
791,207,13
1186,361,16
